title,subtitle,author,prices,characteristics,description
Loue appartement 3 pièces 62m² Paris 10ème,"Locations immobilières
Paris (75010)",**** ******,"{'Loyer': '2\u202f200 €', 'Charges locatives': '300 €', 'Total par mois': '2\u202f500 €'}",{},"Chers Gens de Confiance,
Je loue un appartement 3 pièces proche canal Saint Martin (Metro 7 Louis Blanc), disponible en location longue durée à partir du 10 avril.
Dans un immeuble haussmannien, appartement meublé et entièrement équipé, spacieux et lumineux (orienté sud est), parquet et moulure dans toutes les pièces, proche du Canal St-Martin, bassin de la Villette, Gare de l’Est et du Nord.
Situé au 2e étage avec ascenseur dans un immeuble calme, il est composé de :
- 1 entrée avec couloir desservant les 3 pièces principales, grands espaces de rangement
- 1 salon avec table à manger, chaises et sofa (convertible en lit 140) et table basse en marbre
- 1 cuisine entièrement équipée (four, table de cuisson induction, hotte, lave-vaisselle, cafetière, grand frigidaire/congélateur, batterie de cuisine, …) avec grands rangements
- 1 chambre avec lit double de 160 avec coin bureau et grands espaces de rangement et penderies
- 1 deuxième chambre, séparée du salon par une verrière avec stores (agencement à discuter selon vos besoins : deuxième chambre ou double salon)
- 1 salle de bains avec douche, évier et rangement
- 1 wc séparé
- 1 buanderie / placard avec machine à laver/sèche-linge
Le quartier est convivial et animé, avec ses commerces de quartier, bars, restaurants, flânerie le long du canal, parcs, métro lignes 2/5/7 à moins de 5min à pied
Le loyer mensuel est de 2.200 € + forfait charges de 300€ (charges de copropriété, eau, wifi fibre).
Dpe en cours."
Loue T2 Bis meublé - 50m² - Lyon 3ème,"Locations immobilières
Lyon (69003)",**** ******,"{'Loyer': '900 €', 'Charges locatives': '0 €', 'Total par mois': '900 €'}",{},"Chers Gens de Confiance,

Nous louons un appartement meublé situé rue Villeroy, proche cours de la liberté, dans le 3 arrondissement. À 200 mètres du métro Guillotière et de la place Guichard.

T2 bis de 50m² au 1 er étage comprenant une entrée, une salle d’eau avec douche, lavabo et WC, une cuisine, une grande chambre avec alcôve sur cour, un séjour de 20m² avec alcôve qui peut se transformer en 2ème chambre.

Parquet et fenêtres double vitrage.
Loyer 900 euros cc.
Dispo 1er Avril
Garant indispensable"
"Location vide maison individuelle sur jardin à Saubusse 40180/ Landes - 3 chambres, 120m²","Locations immobilières
Saubusse (40180)",**** ******,"{'Loyer': '1\u202f000 €', 'Charges locatives': '30 €', 'Total par mois': '1\u202f030 €'}",{},"Chers Gens de Confiance
Charmante maison de village d’une surface de 120m² à louer vide à Saubusse (40180) (15 km de Dax et à 23 km des plages d’Hossegor et de Seignosse),
Située sur jardin clos de 1300m² environ
Il s’agit d’une maison ancienne qui a été rénovée et très bien entretenue, d’où son charme campagnard
Répartie sur 2 niveaux, elle s’organise comme suit :
- RdC : Entrée. Salle de séjour avec cheminé/ insert. Cuisine indépendante avec éléments de rangement, Toilettes indépendantes. Salle de bain. Espace technique (chaudière par condensation au gaz, arrivée d’eau pour machine à laver le linge),
- 1er étage : 3 chambres avec placard / penderie. Cabinet de toilette avec lavabo et wc,

- Jardin de 1 300m² entièrement clos (portail roulant automatique), arboré. Vaste auvent attenant à la maison pouvant servir de salon/salle à manger d’été. Cabane rustique pour rangements (outils de jardin, vélos et autres)

- Charges mensuelles : environ 30 €  (ordures ménagères, entretien annuel chaudière)
-Libre à compter du 15 avril
-DPE : en cours d’établissement (dernier classement 2017 : C)
-Photos complémentaires seront à disposition en particulier celles des trois chambres peintes en blanc et celles du jardin
Contact propriétaire : 0* ** ** ** **"
"Loue appartement meublé pour mars Paris 20ème - 1 chambre, 54m²","Locations immobilières
Paris (75020)",Carolyn Lagden,"{'Loyer': '1\u202f550 €', 'Charges locatives': '150 €', 'Total par mois': '1\u202f700 €'}",{},"Chers Gens de Confiance,
Nous louons notre petit cocon en plein cœur du village Jourdain PARIS 20e à 200m de la place des Rigoles et du métro 11 arrêt pyrenees, parfait pour un couple.

Appartement hausmannien à Jourdain dans le 20ème. 54m² avec 5m² de balcon filant plein sud. L’appartement est traversant, au 5ème étage SANS ascenseur, 3 pièces meublées, avec cuisine séparée toute équipée où il est possible de manger à deux, une grande chambre et un salon salle à manger avec canapé lit confortable.
Salle de douche à l’italienne et toilettes séparées !
Disponible mois de MARS 2024

Loyer sur ce mois 1700 toutes charges comprises

Pour toute question ou si intéressé je vous laisse me contacter ici ou par mail"
Loue studio 31m² à Neuilly/Seine,"Locations immobilières
Neuilly-sur-Seine (92200)",**** ******,"{'Loyer': '960 €', 'Charges locatives': '140 €', 'Total par mois': '1\u202f100 €'}",{},"Studio de 31m², 8 rue Soyer à Neuilly-sur-Seine, au 2e étage sur rue
Très proche du métro Pont de Neuilly et de tous les commerces.
Le loyer mensuel de 1100 € comprend notamment les charges de chauffage central, d’eau chaude et d’eau froide. Une régularisation de ces charges est toutefois effectuée chaque année.
L’immeuble est du début des années 1960. Le studio est en bon état ; les fenêtres ont été changées en 2018

Disponible dès ce 06 mars 2024.
Les visites auront lieu le Lundi 04 mars à partir de 10h30 sur rendez-vous.
Références habituelles exigées.

Contact : Bruno Géli.
0*********
G."
"Loue Studio proche Hôpital Lyon Sud - 15m², Saint-Genis-Laval (69)","Locations immobilières
Saint-Genis-Laval (69230)",**** ******,"{'Loyer': '430 €', 'Charges locatives': '50 €', 'Total par mois': '480 €'}",{},"Chers Gens de Confiance,

Ce charmant studio meublé est situé au 1er étage d’un ancien hôtel, reconditionné pour des appartements. L’immeuble a un accès sécurisé par badge, tout comme le portail d’entrée de la résidence. Il dispose d’une laverie collective. Le studio est meublé et équipé (micro-onde, frigo, plaque, vaisselle, TV, meuble de rangement à 3 tiroirs, placard suspendu à deux battants, lit-canapé, chauffage électrique). Il dispose d’une salle de bain indépendante (chauffe-eau neuf) et d’une fenêtre qui donne sur aucun vis-à-vis, est situé à un 15 minutes à pied de l’hôpital Lyon Sud. Idéal pour un/une étudiant(e) en médecine/maïeutique.
A noter que la fenêtre sera changée avant la réalisation du diagnostique de performance énergétique.
Disponible à compter 11 mars."
Loue Appartement - Paris 6ème 11-30 mars - 37m²,"Locations immobilières
Paris (75006)",**** ******,"{'Loyer': '1\u202f600 €', 'Charges locatives': '0 €', 'Total par mois': '1\u202f600 €'}",{},"Je loue mon appartement (36m² - 2 personnes) en plein cœur de Paris du 11 au 30 mars. L’appartement est situé dans la Rue Monsieur Le Prince, 75006, Saint Germain Des Prés. À 200m du métro Odéon (ligne 4 et 10). Prix : 170 euros/nuit. 3ème étage
Salon avec canapé et espace repas
Cuisine équipée
Salle de bain avec douche
Chambre avec lit double"
"Loue beau 2 pièces, standing, meublé rue Docteur Mazet (Victor Hugo) Grenoble - 47m²","Locations immobilières
Grenoble (38000)",Christiane Dallison,"{'Loyer': '840 €', 'Charges locatives': '50 €', 'Total par mois': '890 €'}",{},"Chers Gens de Confiance,
Rue du Dr Mazet (très calme), à 50 mètres de la place Victor Hugo 3ème étage avec ascenseur, meublé, calme, lumineux, immeuble sécurisé. Entièrement rénové en 2022 : peinture, meubles neufs et contemporains, électroménager et machine à laver le linge, canapé lit confortable (salon). Lit double, bureau. Composé d’un salon / cuisine, chambre, salle douche, buanderie, entrée / couloir, placards intégrés, cave, fibre, table à manger, chaises, TV. Baies vitrées avec double vitrage, volets électriques.
Chauffage électrique, radiateurs modernes.
Tram à 2 mn a pied, direct pour écoles d’ingénieurs INP, PHELMA, ENSE3, ou Grenoble Ecole de Management, CEA, campus universitaire ou entreprises sur secteur presqu’île.

Transport en commun :
À 2mn de l’arrêt de tram Victor Hugo ou
Alsace-Lorraine Tramway A B E et
Bus"
Loue studio meublé - proche Angers - Loire-Authion (49) - 25m²,"Locations immobilières
Loire-Authion (49800)",Brice Robin,"{'Loyer': '470 €', 'Charges locatives': '0 €', 'Total par mois': '470 €'}",{},"Loue charmant studio calme et indépendant au coeur du village de Brain sur l’Authion (12 km à l’est d’ANGERS - 15 min). Situé au 2° étage, il a un accès direct par l’escalier de la tour. Entièrement rénové, il dispose d’une cuisine équipée (frigidaire, plaque et micro-onde), d’une salle de bain avec baignoire et wc. Literie neuve de 160. Tous les commerces sont à proximité. Non fumeur. Ligne de bus direct. Parking facile. Chemins pédestres sur les bords de l’Authion et Loire à Vélo. Disponible."
"Loue charmant appartement à Schaerbeek près des institutions européennes  - 1 chambre, 75m²","Locations immobilières
Schaerbeek (1030)",Éloïse Denis,"{'Loyer': '1\u202f100 €', 'Charges locatives': '0 €', 'Total par mois': '1\u202f100 €'}",{},"Chers Gens de Confiance,

Charmant appartement rénové à Schaerbeek, à deux pas du Parc Josaphat et des institutions européennes !
L’appartement se situe dans le quartier convivial de Schaerbeek, à proximité immédiate du magnifique parc Josaphat et des institutions européennes (10min en transport). L’appartement se situe au 1er étage d’une maison bourgeoise, très typique de Schaerbeek. Cet appartement entièrement rénové offre une superficie confortable de 75 mètres carrés, idéale pour une personne seule ou un couple. Il se compose d’une chambre spacieuse, d’une salle de bain moderne et d’un salon lumineux qui crée une atmosphère chaleureuse et accueillante. La cuisine est entièrement équipée et neuve.
L’appartement est semi-meublé, ce qui permet aux locataires de personnaliser leur espace de vie selon leurs préférences. Les pièces principales sont déjà meublées, offrant ainsi un cadre confortable dès l’emménagement. La salle de bain dispose également d’un lave-linge neuf.
Le loyer mensuel s’élève à 1100 euros, auxquels s’ajoutent 50 euros de charges communes. Les autres charges, telles que l’électricité, l’eau et le chauffage, sont à la charge du locataire. L’appartement sera disponible dès le mois de mars, offrant ainsi une opportunité de s’installer rapidement dans ce nouveau foyer. De plus, les locataires auront la possibilité de se domicilier à cette adresse, assurant ainsi une résidence officielle dans un cadre agréable.
Pour toute demande de visite ou de renseignements supplémentaires, n’hésitez pas à nous contacter au 0*********."
"Loue Bureaux de dispo au cœur de Lyon magnifique vue - 8 chambres, 225m²","Locations immobilières
Lyon (69002)",Dominique de La Chapelle,"{'Loyer': '815 €', 'Charges locatives': '250 €', 'Total par mois': '1\u202f065 €'}",{},"Chers Gens de Confiance, ns recherchons professionnels de sante orthophonistes, psychologue médecin etc. Pas d’osteo car ns en avons déjà 3 . Le bureau peut être partagé par plsrs personnes de la même profession. Ns avons une grosse demande d’orthophonistes venez à 2 cela peut être sympa. Cadre magnifique ds un immeuble ancien vue quai de Saône (Bellecour). Bureau repeint juin 2022
Le bureau fait 17.62m² et avec les partie commune (wc petite cuisine couloir totale 27.46m² pr le calcul des charges de ce bureau). Le cabinet est multi praticiens 4 kinés 3 osteo 2 ortho 1 naturo 1 acupuncteur et 1 qui psychologue.
Provisions de charges il y a tout dedans ménage, chauffage, assurance des locaux, H2O, électricité etc…
Me contacter au 0* ** ** ** ** mail d********@w***"
Loue Studio avec mezzanine. Bordeaux Chartrons,"Locations immobilières
Bordeaux (33000)",**** ******,"{'Loyer': '520 €', 'Charges locatives': '60 €', 'Total par mois': '580 €'}",{},"Chers Gens de Confiance,
Je loue ce studio meublé, disponible vers le 1er avril 2024
Équipé d’un lave linge.

Quartier Chartrons / Jardin Public.

18m² plus mezzanine. Très agréable à vivre. Les photos ont 3 ans.
Premier et dernier étage, dans une petite maison de ville. Rue à sens unique.
Calme.

Les charges comprennent l’eau,la taxe d’ordures ménagères et le wifi par fibre."
Loue T2 - 52m² - Paris,"Locations immobilières
Paris (75014)",**** ******,"{'Loyer': '1\u202f286 €', 'Charges locatives': '190 €', 'Total par mois': '1\u202f476 €'}",{},"A proximité immédiate du métro Porte D’Orléans, dans une résidence standing avec ascenseur 2 pièces se composant d’une entrée desservant un beau séjour de 22m² et une chambre ouvrant sur un grand balcon courant, une salle de bains avec baignoire, wc et une cuisine indépendante équipée de 4 plaques chauffantes et de placards de rangements. Parquet au sol, chauffage et eau chaude collectifs. Appartement très lumineux."
Loue studio - 22m² - 1 pièce - Paris,"Locations immobilières
Paris (75005)",**** ******,"{'Loyer': '750 €', 'Charges locatives': '100 €', 'Total par mois': '850 €'}",{},"A quelques mètres de la place de la Contrescarpe et des universités. Appartement en bon état. Entrée desservant la pièce principale avec parquet sur rue, coin cuisine équipée. Une salle de bain,wc. Possibilité lave linge. CHAUFFAGE ET EAU CHAUDE COLLECTIF. Clair et ensoleillé. CAVE"
Sous-Loue Appartement Paris 09ème du 03 au 13 Avril - 31m²,"Locations immobilières
Paris (75009)",**** ******,"{'Loyer': '600 €', 'Charges locatives': '0 €', 'Total par mois': '600 €'}",{},"Chers Gens de Confiance,
Je vous propose la sous-location de mon appartement du 03 au 13 AVRIL.
Appartement de 31m² situé entre les métros :
ANVERS (Lig 2), PIGALLE (Lig 12 et 2), BARBES (Lig 4), CADET (Lig 7).
Stations de vélibs et bus à proximité.
A 5 mins de Montmartre.
A 15mins à pieds des Grands boulevards.
Appartement extrêmement calme / Pas de soirées possible
6ème étage sur cour avec ascenseur jusqu’au 5ème.
Pour plus d’information, contactez moi, je serais ravie de répondre à vos questions.
A bientôt !  :)"
Loue 1 chambre temps partiel / mensuel - Paris 10ème - Coloc de 160m² de filles,"Locations immobilières
Paris (75010)",**** ******,"{'Loyer': '830 €', 'Charges locatives': '0 €', 'Total par mois': '830 €'}",{},"CHAMBRE EN COLOC (meublé) LIBRE À PARTIR D’AUJOURD’HUI 🔎
Sous location plusieurs jours/semaines OU mensuelle 830€/mois hors charges
Gare du Nord (lignes 2, 4 et 5) en métro) .

Chère future colocatrice,

Je sous loue ma chambre meublée dans un appartement en colocation de 160m², salle de bain intégrée ! L’appartement est à partager avec Axelle (26 ans), Maéli (26 ans) et Azélie (25 ans), jeunes cadres dynamiques, étant très agréables, pleines de vie, fun, aimant les activités et la gastronomie française !

📅 Quand :
Ma chambre est disponible dès AUJOURD’HUI pour une durée variable, mes dates sont flexibles :
⁃ Soit pour une sous location ponctuelle (par ex 3jours/semaine seulement, ou par ex seulement le we + lundi, etc) - et ceci de manière illimitée = Prix à la nuit à déterminer ensemble
⁃ Pour une location d’une durée mensuelle / bi-mensuelle à partir de début mars jusqu’à fin avril (peut-être reconduit jusqu’à fin juillet) = 830€ Hors Charges/mois
Me contacter pour m’expliquer quelle est votre situation afin que l’on détermine ensemble la meilleure option.

🛏️ Description de la chambre :
- lit double avec tiroirs de rangement intégrés
- penderie
- salle de bain avec rangement, serviettes, tapis de bains et balance

🏠 Description de l’appartement (5ème étage avec ascenseur)  :
⁃ une très grande entrée avec porte manteaux
⁃ un grand salon équipé d’un rétro projecteur, d’une télévision et d’un canapé lit entre autres
⁃ un grand balcon avec table + chaises
⁃ une grande cuisine complètement équipée avec Thermomix, machine à laver, lave linge, four, micro-ondes, grille pain, bouilloire, j’en passe….
⁃ 4 chambres
⁃ 2 salles de bains à partager : 2 personnes par salles de bain
⁃ 2 toilettes

Me contacter pour une vidéo !

🌈 Ambiance de l’appartement :
Situé dans le meilleur quartier indien, le lieu est dans un quartier animé mais très bien isolé, donc très clame. Chez nous, on aime que tout le monde se sente : ""comme à la maison"" donc il nous arrive qu’on organise des dîners, des soirées films avec le retro-projecteur, des soirées déguisées avec notre tourne-disque, des après-midis jeux de sociétés, etc ! Cependant, chacune son espace/intimité afin d’être au calme pour télétravailler, inviter sa famille, etc !

🔎 On recherche une coloc, de confiance, idéalement de + ou - 25/30 ans.

A très vite,
Flore - 0*********"
Sous-Loue appartement Paris 09ème du 18 au 25 Mars - 31m²,"Locations immobilières
Paris (75009)",**** ******,"{'Loyer': '420 €', 'Charges locatives': '0 €', 'Total par mois': '420 €'}",{},"Chers Gens de Confiance,
Je vous propose la sous-location de mon appartement du Lundi 18 mars au Lundi 25 mars.
Appartement de 31m² situé entre les métros :
ANVERS (Lig 2), PIGALLE (Lig 12 et 2), BARBES (Lig 4), CADET (Lig 7).
Stations de vélibs et bus à proximité.
A 5 mins de Montmartre.
A 15mins à pieds des Grands boulevards.
Appartement extrêmement calme / Pas de soirées possible
6ème étage sur cour avec ascenseur jusqu’au 5ème.
Pour plus d’information, contactez moi, je serais ravie de répondre à vos questions.
A bientôt !  :)"
Loue chambre dans colocation 85m² Carquefou,"Locations immobilières
Carquefou (44470)",Françoise Libeau,"{'Loyer': '420 €', 'Charges locatives': '40 €', 'Total par mois': '460 €'}",{},"Au cœur de CARQUEFOU, 11 et 13 rue Jules Verne, appartements en colocation pour étudiants :
Dans un ensemble rénové à neuf et composé de 4 appartements meublés, Label Confort +
Chaque appartement dispose d’un salon séjour et cuisine américaine équipée avec plaques vitrocéramiques, four pyrolyse, réfrigérateur congélateur. 3 Chambres individuelles, toutes chambres avec cloisons et portes isophoniques.

Wifi illimité gratuit

Installations communes aux 4 appartements :
- Laverie (lave linge, sèche linge)
- Local vélo - Parking possible

Bail individuel à chaque locataire et éligible aux APL
Loyer : 420 €
+ Charges tout inclus : 40 €

Photographies supplémentaires et note de présentation complète sur demande.

Contacts :
0* ** ** ** **
L********@o***"
Loue T2 - 66m² - Paris 16ème,"Locations immobilières
Paris (75116)",**** ******,"{'Loyer': '1\u202f800 €', 'Charges locatives': '150 €', 'Total par mois': '1\u202f950 €'}",{},"Q. et Associés vous propose au sein d’un immeuble de 1910, au 3ème étage par ascenseur, un appartement de 2 pièces principales de 66m² comprenant une entrée, un séjour, une cuisine indépendante dinatoire meublée et équipée, une chambre, une salle de bain avec WC.
Chauffage individuel au gaz.
Honoraires bail loi Alur : 15 euros/m2
Honoraires bail code civil : 15% du loyer annuel"
Loue appartement 37m²+Parking+Cave Paris 19ème - Métro Crimée,"Locations immobilières
Paris (75019)",Antoine Ferry,"{'Loyer': '1\u202f400 €', 'Charges locatives': '170 €', 'Total par mois': '1\u202f570 €'}",{},"Chers Gens de Confiance,
À LOUER MEUBLÉ
Appartement de 37m² + Place de Parking + Cave - 19e Arrondissement/ Métro Crimée.
2e étage avec ascenseur
T2 : une entrée avec placard, un salon / salle à manger, une cuisine équipée, une chambre et une salle de bain.
Équipements :
-Dans la chambre, 1 lit en 160x200 et de nombreux rangements.
-Dans le salon / salle à manger, buffet bas, table avec rallonge, chaises, canapé convertible, TV.
-Dans la cuisine, machine à laver, réfrigérateur + congélateur, micro-ondes combiné, plaques induction, batterie de cuisine et vaisselles et verreries.

Les PLUS :
- Métro Crimée à 300m
- Lumineux, 2 grandes fenêtres double vitrage vue sur cours dégagée
- Calme
- Proche Canal de l’Ourc
- Proches tous commerces (boulangerie, supermarché, pharmacie, caviste, etc…)

Loyer : 1400€ hors charges (Apt+Parking+Cave)
Charges : 170€/mois
Caution : 2500€"
"Loue Hypercentre - Métro Jean Jaurès - Studio meublé - 21m², Toulouse (31)","Locations immobilières
Toulouse (31000)",Corinne Poujade,"{'Loyer': '551 €', 'Charges locatives': '50 €', 'Total par mois': '601 €'}",{},"Chers Gens de Confiance,
Studio meublé de 21m² orienté Sud-Ouest donnant sur le boulevard de strasbourrg dans résidence sécurisée avec gardien et ascenseur. Pièce de vie avec lit mezzanine, canapé, téléviseur et mobilier, Coin kitchenette avec frigo top, micro onde et plaque électrique, - et salle de bains avec toilettes. Tout confort. Emplacement de choix. Disponible dès à présent. Loyer : 601 euros dont 50 euros de charges - Dépôt de garantie : 1102 euros - Honoraires : 273 euros (dont 210 euros pour visite, constitution du dossier et bail et 63 euros pour état des lieux)"
"Loue appartement meublé, 1 chambre, 46m², Paris 11ème","Locations immobilières
Paris (75011)",**** ******,"{'Loyer': '1\u202f650 €', 'Charges locatives': '0 €', 'Total par mois': '1\u202f650 €'}",{},"Chers Gens de Confiance,

Je loue un appartement meublé de 46m², 1 chambre, au 1er étage avec ascenseur, bien situé dans le quartier Faidherbe, entre le métro Charonne et le métro Faidherbe.

Sdb et toilette séparés.
Grand salon de ~25m²

Disponible à partir du 12 mars."
Loue T3 - 55.39m² - Boulogne Billancourt 92100,"Locations immobilières
Boulogne-Billancourt (92100)",**** ******,"{'Loyer': '1\u202f196 €', 'Charges locatives': '216 €', 'Total par mois': '1\u202f412 €'}",{},"Rue de l’Est, Boulogne, métro : Jean Jaurès, dans un immeuble ancien, au 4ème étage avec ascenseur, un appartement composé d’une entrée, d’un double séjour, d’une chambre avec placard, d’une cuisine aménagée et équipée, d’une salle de douches avec wc. Sur cour. Chauffage collectif.
Commission agence : bail résidence principale décret loi Alur : 830.97 euros ttc. Dans le cadre d’un bail code civil, les honoraires seront conformes à notre barème.
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : http://***********.fr ."
